,ent_name,corpus_url,sent
1922,Giffen Good,https://www.investopedia.com/terms/g/giffen-good.asp,"A Giffen good is a low income, non-luxury product that defies standard economic and consumer demand theory."
1923,Gift Card,https://www.investopedia.com/terms/g/gift-card.asp,A gift card is a prepaid debit card that contains a specific amount of money available for use for a variety of purchases.
1924,Gift Causa Mortis,https://www.investopedia.com/terms/g/gift-causa-mortis.asp,Gift causa mortis is a gift of personal property made with the expectation that the person giving the gift will soon die.
1925,Gift Letter,https://www.investopedia.com/terms/g/giftletter.asp,"A gift letter is a piece of legal, written correspondence explicitly stating that money received from a friend or relative is a gift."
1926,Gift in Trust,https://www.investopedia.com/terms/g/gift-in-trust.asp,A gift in trust is a special legal and fiduciary arrangement that allows for an indirect bequest of assets to a beneficiary.
1927,Gift Inter Vivos,https://www.investopedia.com/terms/g/gift-inter-vivos.asp,"A gift inter vivos, which means a gift between the living in Latin, is a legal term that refers to a transfer or gift made during the life of the grantor."
1928,Gift of Equity,https://www.investopedia.com/terms/g/gift_of_equity.asp,"A gift of equity is the sale of a residence to a family member or someone with whom the seller has a close relationship, at a price below the current market value as determined by a professional appraisal."
1929,Gift Splitting,https://www.investopedia.com/terms/g/gift-splitting.asp,Gift splitting allows married couples to split the value of a gift between them to double their allowed annual gift tax exclusion amount.
1930,Gift Tax,https://www.investopedia.com/terms/g/gifttax.asp,A gift tax is a federal tax paid by an individual who transfers something of value to another individual without receiving something of similar value in return.
1931,Gift Tax Return,https://www.investopedia.com/terms/g/gift-tax-return.asp,A gift tax return is a federal tax return that must be filed under certain conditions by the giver of a gift.
1932,Gig Economy,https://www.investopedia.com/terms/g/gig-economy.asp,"In a gig economy, temporary, flexible jobs are commonplace and companies tend to hire independent contractors and freelancers instead of full-time employees."
1933,Gilt-Edged Securities,https://www.investopedia.com/terms/g/gilt-edged-securities.asp,Gilt-edged securities are high-grade bonds issued by certain national governments and private organizations.
1934,Gilts,https://www.investopedia.com/terms/g/gilts.asp,Government bonds in the U.
1935,Gini Index,https://www.investopedia.com/terms/g/gini-index.asp,"The Gini index, or Gini coefficient, measures income distribution across a population."
1936,Gibraltar Pound (GIP),https://www.investopedia.com/terms/g/gip.asp,The Gibraltar pound (abbreviated as GIP) is the official currency for the country of Gibraltar.
1937,Give Up,https://www.investopedia.com/terms/g/giveup.asp,Give-up is a procedure in securities or commodities trading where an executing broker places a trade on behalf of another broker.
1938,Glass Ceiling,https://www.investopedia.com/terms/g/glass-ceiling.asp,The term glass ceiling refers to a metaphorical invisible barrier that prevents certain individuals from being promoted to managerial- and executive-level positions within an organization or industry.
1939,Glass Cliff,https://www.investopedia.com/terms/g/glass-cliff.asp,"The term ""glass cliff"" refers to a situation in which women are promoted to higher positions during times of crisis or duress, or during a recession when the chance of failure is more likely."
1940,The Glass-Steagall Act,https://www.investopedia.com/terms/g/glass_steagall_act.asp,"In 1933, in the wake of the 1929 stock market crash and during a nationwide commercial bank failure and the Great Depression, two members of Congress introduced an act, known today as the Glass-Steagall Act (GSA), that would separate investment and commercial banking activities."
1941,Glide Path,https://www.investopedia.com/terms/g/glide-path.asp,"Glide path refers to a formula that defines the asset allocation mix of a target-date fund, based on the number of years to the target date."
1942,What Is a Global Bond?,https://www.investopedia.com/terms/g/globalbonds.asp,"A global bond, sometimes referred to as a Eurobond, is a type of bond issued and traded outside the country where the currency of the bond is denominated."
1943,Global Depositary Receipt (GDR),https://www.investopedia.com/terms/g/gdr.asp,A global depositary receipt (GDR) is a bank certificate issued in more than one country for shares in a foreign company.
1944,Global Financial Stability Report (GFSR),https://www.investopedia.com/terms/g/gfsr.asp,The Global Financial Stability Report (GFSR) is a semiannual report by the International Monetary Fund (IMF) that assesses the stability of global financial markets and emerging-market financing.
1945,Global Fund,https://www.investopedia.com/terms/g/globalfund.asp,A global fund is a fund that invests in companies located anywhere in the world including the investor’s own country.
1946,Global Industry Classification Standard (GICS),https://www.investopedia.com/terms/g/gics.asp,The Global Industry Classification Standard (GICS) is a method for assigning companies to a specific economic sector and industry group that best defines its business operations.
1947,Global Investment Performance Standards (GIPS),https://www.investopedia.com/terms/g/gips.asp,Global Investment Performance Standards (GIPS) are a set of voluntary standards used by investment managers throughout the world to ensure the full disclosure and fair representation of their investment performance.
1948,Global Macro Strategy,https://www.investopedia.com/terms/g/globalmacro.asp,A global macro strategy is a hedge fund or mutual fund strategy that bases its holdings primarily on the overall economic and political views of various countries or their macroeconomic principles.
1949,Global Macro Hedge Fund,https://www.investopedia.com/terms/g/global-macro-hedge-fund.asp,Global macro hedge funds are actively managed funds that attempt to profit from broad market swings caused by political or economic events.
1950,Global Recession,https://www.investopedia.com/terms/g/global-recession.asp,A global recession is an extended period of economic decline around the world.
1951,Global Registered Share (GRS),https://www.investopedia.com/terms/g/globalregisteredshare.asp,"A global registered share (GRS), or a global share, is a security that is issued in the United States, but it is registered in multiple markets around the world and trades in multiple currencies."
1952,Globalization,https://www.investopedia.com/terms/g/globalization.asp,"Globalization refers to the spread of the flow of financial products, goods, technology, information, and jobs across national borders and cultures."
1953,Globex Definition,https://www.investopedia.com/terms/g/globex.asp,"Globex is an electronic trading platform—the first of its kind when it launched in 1992—used for derivatives like futures, options, and commodity contracts across a wide range of asset classes."
1954,Glocalization,https://www.investopedia.com/terms/g/glocalization.asp,"Glocalization is a combination of the words ""globalization"" and ""localization."
1955,GmbH,https://www.investopedia.com/terms/g/gmbh.asp,"GmbH is an abbreviation of the German phrase “Gesellschaft mit beschränkter Haftung,” which means ""company with limited liability."
1956,Go-Go Fund,https://www.investopedia.com/terms/g/go-go-fund.asp,Go-go fund is a slang name for a mutual fund that has an investment strategy focused on high-risk securities in an attempt to capture above-average returns.
1957,Go-Shop Period,https://www.investopedia.com/terms/g/go-shop-period.asp,A go-shop period is a provision that allows a public company to seek out competing offers even after it has already received a firm purchase offer.
1958,Goal-Based Investing,https://www.investopedia.com/terms/g/goalbased-investing.asp,Goal-based investing is a relatively new approach to wealth management that emphasizes investing with the objective of attaining specific life goals.
1959,Goal Seeking,https://www.investopedia.com/terms/g/goal-seeking.asp,Goal seeking is the process of finding the correct input value when only the output is known.
1960,Godfather Offer,https://www.investopedia.com/terms/g/godfatheroffer.asp,A Godfather offer is an irrefutable takeover bid made to a target company by an acquirer.
1961,Going Concern,https://www.investopedia.com/terms/g/goingconcern.asp,Going concern is an accounting term for a company that has the resources needed to continue operating indefinitely until it provides evidence to the contrary.
1962,Going-Concern Value,https://www.investopedia.com/terms/g/going_concern_value.asp,Going concern value is a value that assumes the company will remain in business indefinitely and continue to be profitable.
1963,Going Private,https://www.investopedia.com/terms/g/going-private.asp,The term going private refers to a transaction or series of transactions that convert a publicly traded company into a private entity.
1964,Going Public,https://www.investopedia.com/terms/g/goingpublic.asp,"Going public is the process of selling shares that were formerly held privately and are now available to new investors for the first time, otherwise known as an initial public offering (IPO)."
1965,Gold Bug,https://www.investopedia.com/terms/g/goldbug.asp,"In economics, the term “gold bug” is a colloquial expression used to refer to people that are particularly bullish on gold."
1966,Gold Certificate,https://www.investopedia.com/terms/g/goldcertificate.asp,"A gold certificate, issued as U."
1967,Gold Option,https://www.investopedia.com/terms/g/gold-option.asp,A gold option is an options contract that utilizes either physical gold or gold futures as its underlying asset.
1968,Gold Standard,https://www.investopedia.com/terms/g/goldstandard.asp,The gold standard is a fixed monetary regime under which the government's currency is fixed and may be freely converted into gold.
1969,Golden Cross Definition,https://www.investopedia.com/terms/g/goldencross.asp,A golden cross is a chart pattern in which a relatively short-term moving average crosses above a long-term moving average.
1970,Golden Handcuffs,https://www.investopedia.com/terms/g/goldenhandcuffs.asp,Golden handcuffs are a collection of financial incentives that are intended to encourage employees to remain with a company for a stipulated period of time.
1971,Golden Handshake,https://www.investopedia.com/terms/g/golden-handshake.asp,A golden handshake is a stipulation in an employment agreement which states that the employer will provide a significant severance package if the employee loses their job.
1972,Golden Parachute,https://www.investopedia.com/terms/g/goldenparachute.asp,"A golden parachute consists of substantial benefits given to top executives if the company is taken over by another firm, and the executives are terminated as a result of the merger or takeover."
1973,The Golden Rule of Government Spending,https://www.investopedia.com/terms/g/golden-rule.asp,"The golden rule, as it pertains to fiscal policy, stipulates that a government must only borrow in order to invest, and not to finance existing spending."
1974,Golden Share,https://www.investopedia.com/terms/g/goldenshare.asp,A golden share is a type of share that gives its shareholder veto power over changes to the company's charter.
1975,Goldilocks Economy,https://www.investopedia.com/terms/g/goldilockseconomy.asp,A Goldilocks economy is not too hot or too cold but just right—to steal a line from the popular children's story Goldilocks and the Three Bears.
1976,Good Credit,https://www.investopedia.com/terms/g/good-credit.asp,"Good credit is a classification for an individual's credit history, indicating the borrower has a relatively high credit score and is a safe credit risk."
1977,Good Delivery,https://www.investopedia.com/terms/g/gooddelivery.asp,"Good delivery refers to the unhindered transfer of ownership of a security from a seller to a buyer, with all necessary requirements having been met."
1978,Good Faith Estimate (GFE),https://www.investopedia.com/terms/g/good_faith_estimate.asp,"A good faith estimate (GFE) is a document that outlines the estimated costs and terms of a reverse mortgage loan offer, enabling borrowers to comparison shop among different lenders and choose the deal that best fits their needs."
1979,Good Faith Money,https://www.investopedia.com/terms/g/goodfaithmoney.asp,Good faith money is a deposit of money into an account by a buyer to show that they have the intention of completing a deal.
1980,Good This Week (GTW),https://www.investopedia.com/terms/g/good_this_week.asp,Good this week (GTW) is a type of order that remains active until the end of the week in which it is issued.
1981,Good 'Til Canceled (GTC),https://www.investopedia.com/terms/g/gtc.asp,Good ’til canceled (GTC) describes a type of order that an investor may place to buy or sell a security that remains active until either the order is filled or the investor cancels it.
1982,Goodness-of-Fit,https://www.investopedia.com/terms/g/goodness-of-fit.asp,The term goodness-of-fit refers to a statistical test that determines how well sample data fits a distribution from a population with a normal distribution.
1983,Goods and Services Tax (GST),https://www.investopedia.com/terms/g/gst.asp,The goods and services tax (GST) is a value-added tax (VAT) levied on most goods and services sold for domestic consumption.
1984,Goodwill,https://www.investopedia.com/terms/g/goodwill.asp,Goodwill is an intangible asset that is associated with the purchase of one company by another.
1985,Goodwill Impairment,https://www.investopedia.com/terms/g/goodwill-impairment.asp,Goodwill impairment is an accounting charge that companies record when goodwill's carrying value on financial statements exceeds its fair value.
1986,Google Blogger,https://www.investopedia.com/terms/g/google-blogger.asp,Goodwill impairment is an accounting charge that companies record when goodwill's carrying value on financial statements exceeds its fair value.
1987,Google Tax,https://www.investopedia.com/terms/g/google-tax.asp,"A Google tax, also known as a diverted profits tax, refers to anti-avoidance tax provisions that have been introduced in several jurisdictions to deal with the practice of profits or royalties being diverted to other jurisdictions that have lower or zero tax rates."
1988,Gordon Gekko,https://www.investopedia.com/terms/g/gordon-gekko.asp,"Gordon Gekko is a fictional character who appears as the villain in the popular 1987 Oliver Stone movie ""Wall Street"" and its 2010 sequel ""Wall Street: Money Never Sleeps."
1989,Gordon Growth Model (GGM),https://www.investopedia.com/terms/g/gordongrowthmodel.asp,The Gordon growth model (GGM) is used to determine the intrinsic value of a stock based on a future series of dividends that grow at a constant rate.
1990,"Governance, Risk Management, and Compliance (GRC)",https://www.investopedia.com/terms/g/grc.asp,"Governance, risk management, and compliance (GRC) is a relatively new corporate management system that integrates these three crucial functions into the processes of every department within an organization."
1991,Government Accountability Office (GAO),https://www.investopedia.com/terms/g/government-accountability-office-gao.asp,The Government Accountability Office (GAO) is an independent and legislative agency that monitors and audits government spending and operations.
1992,Government Accounting Standards Board (GASB),https://www.investopedia.com/terms/g/government-accounting-standards-board-gasb.asp,"The Government Accounting Standards Board (GASB) is a private non-governmental organization that creates accounting reporting standards, or generally accepted accounting principles (GAAP), for state and local governments in the United States."
1993,Government Bond,https://www.investopedia.com/terms/g/government-bond.asp,A government bond is a debt security issued by a government to support government spending and obligations.
1994,Government Grant,https://www.investopedia.com/terms/g/government-grant.asp,"A government grant is a financial award given by a federal, state, or local government authority for a beneficial project."
1995,Government National Mortgage Association (Ginnie Mae),https://www.investopedia.com/terms/g/ginniemae.asp,The term Government National Mortgage Association refers to a federal government corporation that guarantees the timely payment of principal and interest on mortgage-backed securities (MBSs) issued by approved lenders.
1996,Government Of Singapore Investment Corporation (GIC),https://www.investopedia.com/terms/g/government-of-singapore-investment-corporation.asp,The Government of Singapore Investment Corporation (GIC) is a government-owned company assigned to manage Singapore's sovereign wealth fund.
1997,Government Pension Fund of Norway (GPFN),https://www.investopedia.com/terms/g/government-pension-fund-norway.asp,The Government Pension Fund of Norway is made up of two separate Norwegian investment funds with different mandates.
1998,Government Purchases,https://www.investopedia.com/terms/g/governmentpurchases.asp,"Government purchases are expenditures on goods and services by federal, state, and local governments."
1999,Government Securities Clearing Corporation (GSCC),https://www.investopedia.com/terms/g/gscc.asp,The Government Securities Clearing Corporation (GSCC) was a non-profit organization that cleared and netted U.
2000,Government Security,https://www.investopedia.com/terms/g/governmentsecurity.asp,"In the investing world, ""government security"" applies to a range of investment products offered by a governmental body."
2001,Government Shutdown,https://www.investopedia.com/terms/g/government-shutdown.asp,A government shutdown happens when nonessential U.
2002,Government-Sponsored Enterprise (GSE),https://www.investopedia.com/terms/g/gse.asp,A government-sponsored enterprise (GSE) is a quasi-governmental entity established to enhance the flow of credit to specific sectors of the American economy.
2003,Government-Sponsored Retirement Arrangement (GSRA),https://www.investopedia.com/terms/g/gsra.asp,"A Government-Sponsored Retirement Arrangement (GSRA) is a Canadian retirement plan for individuals who are not employees of a local, provincial, or federal government body, but who are paid for their services from public funds."
2004,Government-Wide Acquisition Contract (GWAC),https://www.investopedia.com/terms/g/government-wide-acquisition-contract.asp,A government-wide acquisition contract (GWAC) is a contract in which multiple government agencies align their needs and purchase a contract for goods or services.
2005,Grace Period,https://www.investopedia.com/terms/g/grace_period.asp,A grace period is a set length of time after the due date during which payment may be made without penalty.
2006,Graded Vesting,https://www.investopedia.com/terms/g/graded-vesting.asp,"Graded vesting is the process by which employees gain, over time, ownership of employer contributions made to the employee's retirement plan account, traditional pension benefits, or stock options."
2007,Graduate Management Admission Test (GMAT),https://www.investopedia.com/terms/g/graduate-management-admission-test-mba.asp,"The GMAT, which stands for the graduate management admission test, is a standardized test intended to measure a test taker's aptitude in mathematics, verbal skills, and analytical writing."
2008,Graduated Lease,https://www.investopedia.com/terms/g/graduatedlease.asp,A graduated lease is an agreement under which a tenant and landlord agree to a periodic adjustment of monthly payments.
2009,Graduated Payment Mortgage (GPM),https://www.investopedia.com/terms/g/graduatedpaymentmortgage.asp,A graduated payment mortgage (GPM) is a type of fixed-rate mortgage for which the payments increase gradually from an initial low base level to a higher final level.
2010,Graham Number,https://www.investopedia.com/terms/g/graham-number.asp,The Graham number (or Benjamin Graham's number) measures a stock's fundamental value by taking into account the company's earnings per share (EPS) and book value per share (BVPS).
2011,The Gramm-Leach-Bliley Act of 1999 (GLBA),https://www.investopedia.com/terms/g/glba.asp,"The Gramm-Leach-Bliley Act of 1999 (GLBA) was a bi-partisan regulation under President Bill Clinton, passed by Congress on November 12, 1999."
2012,Grandfather Clause,https://www.investopedia.com/terms/g/grandfatherclause.asp,"A grandfather clause, or legacy clause, is an exemption that allows persons or entities to continue with activities or operations that were approved before the implementation of new rules, regulations, or laws."
2013,Grant,https://www.investopedia.com/terms/g/grant.asp,"A grant is an award, usually financial, given by one entity (typically a company, foundation, or government) to an individual or a company to facilitate a goal or incentivize performance."
2014,Grant Deed,https://www.investopedia.com/terms/g/grant-deed.asp,A grant deed is a legal document used to transfer ownership of real property.
2015,Grant-in-Aid,https://www.investopedia.com/terms/g/grant-in-aid.asp,A federal grant is financial aid awarded to fund a specific project or program.
2016,Grantee,https://www.investopedia.com/terms/g/grantee.asp,"A grantee is the recipient of a grant, scholarship, or some other asset such as real estate property."
2017,Grantor,https://www.investopedia.com/terms/g/grantor.asp,A grantor is an individual or other entity that creates a trust (i.
2018,Grantor Trust Rules,https://www.investopedia.com/terms/g/grantortrustrules.asp,Grantor trust rules are guidelines within the Internal Revenue Code (IRC) that outline certain tax implications of a grantor trust.
2019,Granular Portfolio,https://www.investopedia.com/terms/g/granular_portfolio.asp,"A granular portfolio is an investment portfolio that is well diversified across a wide variety of assets, typically with a significant number of holdings."
2020,Graphics Processing Unit (GPU),https://www.investopedia.com/terms/g/graphics-processing-unit-gpu.asp,A Graphics Processing Unit (GPU) is a chip or electronic circuit capable of rendering graphics for display on an electronic device.
2021,Grantor Retained Annuity Trust (GRAT),https://www.investopedia.com/terms/g/grat.asp,A grantor retained annuity trust (GRAT) is a financial instrument used in estate planning to minimize taxes on large financial gifts to family members.
2022,Gravestone Doji Definition,https://www.investopedia.com/terms/g/gravestone-doji.asp,"A gravestone doji is a bearish reversal candlestick pattern that is formed when the open, low, and closing prices are all near each other with a long upper shadow."
2023,Gray Box,https://www.investopedia.com/terms/g/gray-box.asp,Gray box refers to the testing of software where there is some limited knowledge of its internal workings.
2024,Gray List,https://www.investopedia.com/terms/g/gray-list.asp,A gray list is a list of stocks that are ineligible for trade by an investment bank's risk arbitrage division.
2025,Gray Market,https://www.investopedia.com/terms/g/graymarket.asp,A gray market is an unofficial market for financial securities.
2026,Graduate Record Examination (GRE),https://www.investopedia.com/terms/g/gre.asp,"The graduate record examination (GRE) is a standardized exam used to measure one's aptitude for abstract thinking in the areas of analytical writing, mathematics, and vocabulary."
2027,What Was the Great Depression?,https://www.investopedia.com/terms/g/great_depression.asp,"The term ""Great Depression"" refers to the greatest and longest economic recession in modern world history."
2028,What Was the Great Leap Forward?,https://www.investopedia.com/terms/g/great-leap-forward.asp,"The Great Leap Forward was a five-year plan of forced agricultural collectivization and rural industrialization that was instituted by the Chinese Communist Party in 1958, which resulted in a sharp contraction in the Chinese economy and between 30 to 45 million deaths by starvation, execution, torture, forced labor, and suicide out of desperation."
2029,The Great Moderation,https://www.investopedia.com/terms/g/great-moderation.asp,The Great Moderation is the name given to the period of decreased macroeconomic volatility experienced in the United States starting in the 1980s.
2030,The Great Recession,https://www.investopedia.com/terms/g/great-recession.asp,The Great Recession was the sharp decline in economic activity during the late 2000s.
2031,Great Society,https://www.investopedia.com/terms/g/great-society.asp,"The Great Society was a set of domestic policy initiatives, programs, and legislation introduced in the 1960s in the U."
2032,Greater Fool Theory,https://www.investopedia.com/terms/g/greaterfooltheory.asp,"The greater fool theory argues that prices go up because people are able to sell overpriced securities to a ""greater fool,"" whether or not they are overvalued."
2033,Greek Drachma,https://www.investopedia.com/terms/g/greek-drachma.asp,The Greek drachma was the basic unit of currency in Greece until 2001 when it was replaced by the euro.
2034,Greeks,https://www.investopedia.com/terms/g/greeks.asp,"The variables that are used to assess risk in the options market are commonly referred to as ""the Greeks."
2035,Green Bond,https://www.investopedia.com/terms/g/green-bond.asp,A green bond is a type of fixed-income instrument that is specifically earmarked to raise money for climate and environmental projects.
2036,Green Card,https://www.investopedia.com/terms/g/green-card.asp,A green card is a colloquial name for the identification card issued by U.
2037,Green Chip Stocks,https://www.investopedia.com/terms/g/green-chip-stocks.asp,Green chip stocks are shares of environmentally-friendly companies.
2038,Green-Field Investment,https://www.investopedia.com/terms/g/greenfield.asp,"A green-field (also ""greenfield"") investment is a type of foreign direct investment (FDI) in which a parent company creates a subsidiary in a different country, building its operations from the ground up."
2039,Green Fund,https://www.investopedia.com/terms/g/green_fund.asp,A green fund is a mutual fund or another investment vehicle that will only invest in companies that are deemed socially conscious or directly promote environmental responsibility.
2040,Green Investing,https://www.investopedia.com/terms/g/green-investing.asp,Green investing seeks to support business practices that have a favorable impact on the natural environment.
2041,Green Marketing,https://www.investopedia.com/terms/g/green-marketing.asp,Green marketing refers to the practice of developing and advertising products based on their real or perceived environmental sustainability.
2042,Green Monday,https://www.investopedia.com/terms/g/green-monday.asp,"Green Monday refers to one of the retail industry's busiest shopping days, occurring on the second Monday in December."
2043,Green Tech,https://www.investopedia.com/terms/g/green_tech.asp,Green tech refers to a type of technology that is considered environmentally friendly based on its production process or its supply chain.
2044,Greenback,https://www.investopedia.com/terms/g/greenback.asp,A greenback is a slang term for U.
2045,Greenmail,https://www.investopedia.com/terms/g/greenmail.asp,Greenmail is the practice of buying enough shares in a company to threaten a hostile takeover so that the target company will instead repurchase its shares at a premium.
2046,Greensheet,https://www.investopedia.com/terms/g/greensheet.asp,A greensheet is a document prepared by an underwriter to summarize the main components of a new issue or initial public offering (IPO).
2047,Greenshoe Option,https://www.investopedia.com/terms/g/greenshoe.asp,A greenshoe option is an over-allotment option.
2048,Greenspan Put,https://www.investopedia.com/terms/g/greenspanput.asp,Greenspan put was the moniker given to the policies implemented by Alan Greenspan during his tenure as Federal Reserve (Fed) Chair.
2049,Greenwashing,https://www.investopedia.com/terms/g/greenwashing.asp,Greenwashing is the process of conveying a false impression or providing misleading information about how a company's products are more environmentally sound.
2050,Gresham's Law,https://www.investopedia.com/terms/g/greshams-law.asp,"Gresham's law is a monetary principle stating that ""bad money drives out good."
2051,Grexit,https://www.investopedia.com/terms/g/grexit.asp,"Grexit, an abbreviation for ""Greek exit,"" refers to Greece's potential withdrawal from the Euro-zone, and a return to the Drachma as its official currency instead of the Euro."
2052,Grid Trading,https://www.investopedia.com/terms/g/grid-trading.asp,"Grid trading is when orders are placed above and below a set price, creating a grid of orders at incrementally increasing and decreasing prices."
2053,Grinder,https://www.investopedia.com/terms/g/grinder.asp,"A grinder is a slang term for a person who works in the investment industry and makes only small amounts of money at a time on small investments, over and over again."
2054,Gross Debt Service Ratio (GDS),https://www.investopedia.com/terms/g/grossdebtserviceratio.asp,The gross debt service (GDS) ratio is a debt service measure that financial lenders use to assess the proportion of housing debt that a borrower is paying in comparison to their income.
2055,Gross Dividends,https://www.investopedia.com/terms/g/gross-dividends.asp,"Similar in concept to gross income, gross dividends are the sum total of all dividends received by an investor for tax purposes."
2056,Gross Domestic Income (GDI),https://www.investopedia.com/terms/g/gdi.asp,Gross domestic income (GDI) is a measure of a nation's economic activity that is based on all of the money earned for all of the goods and services produced in the nation during a specific period.
2057,Gross Domestic Product (GDP),https://www.investopedia.com/terms/g/gdp.asp,Gross domestic product (GDP) is the total monetary or market value of all the finished goods and services produced within a country’s borders in a specific time period.
2058,Gross Earnings,https://www.investopedia.com/terms/g/gross_earnings.asp,Gross earnings is the total amount of income earned over a period of time by an individual/household or a company.
2059,Gross Estate,https://www.investopedia.com/terms/g/grossestate.asp,"The term ""gross estate"" refers to the total dollar value of an individual’s property and assets at the time of his or her death."
2060,Gross Expense Ratio (GER),https://www.investopedia.com/terms/g/gross-expense-ratio.asp,The gross expense ratio (GER) is the total percentage of a mutual fund's assets that are devoted to running the fund.
2061,Gross Exposure,https://www.investopedia.com/terms/g/gross-exposure.asp,Gross exposure refers to the absolute level of a fund's investments.
2062,Gross Income,https://www.investopedia.com/terms/g/grossincome.asp,Gross income for an individual—also known as gross pay when it’s on a paycheck—is an individual’s total earnings before taxes or other deductions.
2063,Gross Income Multiplier,https://www.investopedia.com/terms/g/gross-income-multiplier.asp,A gross income multiplier (GIM) is a rough measure of the value of an investment property.
2064,Gross-Income Test,https://www.investopedia.com/terms/g/gross-income-test.asp,The gross-income test is one of the five necessary tests that dependents must pass before they can be claimed as such in the United States.
2065,Gross Interest,https://www.investopedia.com/terms/g/gross-interest.asp,"Gross interest is the annual rate of interest to be paid on an investment, security, or deposit account before taxes or other charges are deducted."
2066,Gross Lease,https://www.investopedia.com/terms/g/gross-lease.asp,A gross lease is an agreement that requires the tenant to pay the property owner a flat rental fee in exchange for the exclusive use of the property.
2067,Gross Leverage Ratio,https://www.investopedia.com/terms/g/gross-leverage-insurance.asp,"The gross leverage ratio is the sum of an insurance company’s net premiums written ratio, net liability ratio, and ceded reinsurance ratio."
2068,Gross Margin Definition,https://www.investopedia.com/terms/g/grossmargin.asp,Gross margin is net sales less the cost of goods sold (COGS).
2069,Gross Margin Return on Investment (GMROI),https://www.investopedia.com/terms/g/gmroi.asp,The gross margin return on investment (GMROI) is an inventory profitability evaluation ratio that analyzes a firm's ability to turn inventory into cash above the cost of the inventory.
2070,Gross Merchandise Value (GMV),https://www.investopedia.com/terms/g/gross-merchandise-value.asp,Gross merchandises value (GMV) is the total value of merchandise sold over a given period of time through a customer-to-customer (C2C) exchange site.
2071,Gross National Happiness (GNH),https://www.investopedia.com/terms/g/gnh.asp,Gross national happiness (GNH) is a measure of economic and moral progress that the king of the Himalayan country of Bhutan introduced in the 1970s as an alternative to gross domestic product.
2072,Gross National Income (GNI),https://www.investopedia.com/terms/g/gross-national-income-gni.asp,Gross National Income (GNI) is the total amount of money earned by a nation's people and businesses.
2073,Gross National Product (GNP),https://www.investopedia.com/terms/g/gnp.asp,Gross national product (GNP) is an estimate of the total value of all the final products and services turned out in a given period by the means of production owned by a country's residents.
2074,Gross National Product (GNP) Deflator,https://www.investopedia.com/terms/g/gnp_deflator.asp,The gross national product deflator is an economic metric that accounts for the effects of inflation in the current year's gross national product (GNP) by converting its output to a level relative to a base period.
2075,Gross Net Written Premium Income,https://www.investopedia.com/terms/g/gross-net-written-premium-income.asp,Gross net written premium income (GNWPI) is the dollar amount of an insurance company’s premiums that are used to determine what portion of premiums is owed to a reinsurer.
2076,Gross Processing Margin (GPM),https://www.investopedia.com/terms/g/gpm.asp,The gross processing margin (GPM) is the difference between the cost of a raw commodity and the income it generates once sold as a finished product.
2077,Gross Profit,https://www.investopedia.com/terms/g/grossprofit.asp,"Gross profit is the profit a company makes after deducting the costs associated with making and selling its products, or the costs associated with providing its services."
2078,Gross Profit Margin,https://www.investopedia.com/terms/g/gross_profit_margin.asp,Gross profit margin is a metric analysts use to assess a company's financial health by calculating the amount of money left over from product sales after subtracting the cost of goods sold (COGS).
2079,Gross Rate of Return,https://www.investopedia.com/terms/g/gross-rate-of-return.asp,"The gross rate of return is the total rate of return on an investment before the deduction of any fees, commissions, or expenses."
2080,Gross Receipts,https://www.investopedia.com/terms/g/gross-receipts.asp,Gross receipts are sales of a business that form the basis for corporate taxation in a handful of individual states and certain local tax authorities.
2081,Gross Sales,https://www.investopedia.com/terms/g/grosssales.asp,"Gross sales is a metric for the total sales of a company, unadjusted for the costs related to generating those sales."
2082,Gross Spread,https://www.investopedia.com/terms/g/grossspread.asp,The gross spread is the compensation that the underwriters of an initial public offering (IPO) receive.
2083,Gross Working Capital,https://www.investopedia.com/terms/g/grossworkingcapital.asp,Gross working capital is the sum of a company's current assets (assets that are convertible to cash within a year or less).
2084,Gross-Up,https://www.investopedia.com/terms/g/gross-up.asp,A gross-up is an additional amount of money added to a payment to cover the income taxes the recipient will owe on the payment.
2085,Gross Value Added (GVA),https://www.investopedia.com/terms/g/gross-value-added.asp,"Gross value added (GVA) is an economic productivity metric that measures the contribution of a corporate subsidiary, company, or municipality to an economy, producer, sector, or region."
2086,Gross Yield,https://www.investopedia.com/terms/g/gross-yield.asp,The gross yield of an investment is its profit before taxes and expenses are deducted.
2087,Ground Lease,https://www.investopedia.com/terms/g/ground-lease.asp,"A ground lease is an agreement in which a tenant is permitted to develop a piece of property during the lease period, after which the land and all improvements are turned over to the property owner."
2088,Group of 3 (G3),https://www.investopedia.com/terms/g/group-of-3.asp,"Group of 3 refers to a ten-year free trade agreement between Mexico, Colombia and Venezuela that began in 1995 and lasted until 2005."
2089,Group of Seven (G-7),https://www.investopedia.com/terms/g/g7.asp,"The Group of Seven (G-7) is an intergovernmental organization made up of the world's largest developed economies: France, Germany, Italy, Japan, the United States, the United Kingdom, and Canada."
2090,Group of Eight (G-8),https://www.investopedia.com/terms/g/g8.asp,The Group of Eight (G-8) was an assembly of the world's largest developed economies that have established a position as pacesetters for the industrialized world.
2091,Group of Ten (G10),https://www.investopedia.com/terms/g/groupoften.asp,"The Group of Ten (G10) is one of five ""group of"" groups, not to be confused with the Groups of 7, 8, 20, or 24."
